"","sample","tissue","endometriosis","severity","X1007_s_at","X1552257_a_at","X1552302_at","X1552370_at","X1552474_a_at","X1552486_s_at","X1552667_a_at","X1552719_at","X1552889_a_at","X1552930_at","X1552978_a_at","X1553275_s_at","X1553286_at","X1553647_at","X1553677_a_at","X1553689_s_at","X1553694_a_at","X1553695_a_at","X1553696_s_at","X1553703_at","X1553749_at","X1553858_at","X1553956_at","X1553960_at","X1553961_s_at","X1553962_s_at","X1553968_a_at","X1553989_a_at","X1554076_s_at","X1554077_a_at","X1554145_a_at","X1554154_at","X1554167_a_at","X1554171_at","X1554202_x_at","X1554241_at","X1554260_a_at","X1554316_at","X1554455_at","X1554470_s_at","X1554480_a_at","X1554588_a_at","X1554769_at","X1554868_s_at","X1554915_a_at","X1555201_a_at","X1555243_x_at","X1555259_at","X1555310_a_at","X1555311_at","X1555501_s_at","X1555600_s_at","X1555735_a_at","X1555758_a_at","X1555759_a_at","X1555781_at","X1555812_a_at","X1555831_s_at","X1555848_at","X1555868_at","X1555874_x_at","X1555878_at","X1555962_at","X1556116_s_at","X1556308_at","X1556345_s_at","X1556385_at","X1556590_s_at","X1557053_s_at","X1557066_at","X1557067_s_at","X1557073_s_at","X1557116_at","X1557240_a_at","X1557350_at","X1557411_s_at","X1557419_a_at","X1557433_at","X1557551_at","X1557828_a_at","X1558142_at","X1558173_a_at","X1558214_s_at","X1558250_s_at","X1558281_a_at","X1558407_at","X1558410_s_at","X1558605_at","X1558693_s_at","X1559437_at","X1559663_at"
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.784662,7.673142,6.458994,6.412682,4.943053,4.465792,4.136072,6.757365,5.881623,5.811338,3.399582,5.635098,5.508075,3.293697,7.296501,5.754958,3.364402,4.31462,6.017265,9.292426,8.526522,5.911584,7.086903,8.626545,7.22207,3.492505,4.249675,7.749123,2.57783,3.461814,3.749478,2.870017,7.188015,7.139902,4.347611,6.371541,5.118849,4.649989,7.98778,5.512678,9.435682,6.121004,9.174741,9.715519,5.152035,6.269425,7.524688,7.034617,4.635312,3.764306,5.468133,4.132299,6.39737,6.272677,5.835705,3.788052,7.491459,8.087399,5.770778,2.990512,7.454581,9.097165,4.513201,6.297537,5.335587,6.757261,7.189457,7.634619,10.742848,6.977256,9.173211,5.781478,6.101487,7.064625,5.253151,7.202343,6.714512,8.486764,5.211208,8.422992,10.341806,3.864888,2.39899,7.443766,4.961459,5.550051,8.085261,6.809503,7.29599,5.054051,3.622865
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.82541,8.553507,4.607337,4.76322,3.347516,6.241057,4.1172,5.537761,5.835358,4.258015,3.911901,7.172451,4.504581,4.272528,7.238495,5.956402,3.070371,3.761139,4.630617,8.865223,9.173426,5.508936,7.322719,7.69777,6.649054,7.207894,4.449521,6.904335,3.132365,3.70897,4.160402,3.45431,7.583479,6.550251,4.277039,6.81847,5.123718,5.546427,7.270436,5.009389,8.484479,4.284195,8.179127,9.253258,5.540323,4.904264,7.267971,6.264986,4.39659,3.140417,6.759386,4.899488,6.848789,2.309054,5.412933,4.054529,8.086648,7.440275,5.114871,2.315057,6.802665,9.138789,7.320453,4.343941,5.072316,5.320852,11.11952,7.079701,9.947289,6.245051,8.842353,4.507942,6.661177,5.800135,4.395221,7.10509,8.758771,5.426013,6.30425,6.173267,9.940905,6.493945,2.639931,6.041958,5.19415,5.305452,7.188299,6.381401,7.56327,4.558573,7.77182
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.257306,8.153415,5.517404,7.688219,4.872637,5.455062,3.209277,3.515468,5.5371,6.67791,7.263974,2.706019,6.434668,3.049417,8.960637,6.823222,5.230706,3.883626,5.749326,9.204888,9.236305,6.534617,7.77043,8.054896,6.6989,3.642907,4.310235,7.073078,3.250331,3.83171,4.407379,3.827487,8.540958,6.972843,3.937486,7.054054,7.907746,5.251679,6.874874,6.554233,9.484926,7.692796,7.913311,10.687691,5.955033,6.767388,8.341249,5.528842,5.933756,3.056792,6.968554,5.253095,5.641119,8.649202,4.714718,2.940949,6.938598,7.420318,6.273676,2.2545,7.555531,7.715016,3.958329,4.053178,5.779132,5.000972,5.908193,4.131522,9.44803,5.21499,8.215264,5.837661,4.962404,5.085807,4.145849,6.776226,4.62874,6.629385,3.071422,6.234778,10.277121,9.311828,5.560711,6.81589,4.859158,4.8624,5.529873,6.490159,6.862887,4.133044,3.813936
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.331628,7.910341,6.746765,5.180779,5.070334,4.263014,4.349666,5.369058,5.713892,5.634335,5.415154,4.156792,5.472595,3.070108,8.458512,6.335242,3.215272,3.362006,6.055337,9.27395,8.322306,5.942901,7.099676,8.084763,7.124569,3.612395,4.399339,7.55094,2.578537,3.45989,3.802011,4.731316,7.676354,6.556555,4.066236,6.294456,7.301044,5.949483,8.018996,5.053499,9.676005,6.688092,8.850958,10.109673,4.998997,6.545355,8.391735,6.53791,4.402272,3.140417,6.172406,4.359073,5.572266,6.573068,5.825615,2.940949,6.802701,7.509158,5.112686,2.277272,7.603454,8.242731,4.015709,6.576585,5.701895,7.194469,7.117104,5.396903,10.04401,7.091045,9.237204,5.369578,6.190935,6.4184,4.931464,7.693334,6.045905,7.55876,4.678185,7.801062,10.795461,8.763143,5.570611,7.46694,4.879125,5.33039,6.733956,6.115102,7.185695,5.378412,5.528931
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.161817,7.569795,5.684548,5.777554,5.165842,4.116336,3.624863,5.30361,5.713892,6.315936,6.286222,4.497443,5.508338,3.048932,8.48721,6.55747,4.078043,3.661759,5.568332,9.367501,9.135338,5.978456,7.717364,7.958701,6.483091,3.176185,4.758458,5.841882,2.703155,3.274026,3.808291,3.223236,7.978415,5.869835,4.364153,6.14926,7.606234,5.813465,7.769597,5.338994,9.173031,6.810247,8.460296,10.162839,5.045668,7.211194,9.206467,6.414948,5.453673,3.056792,6.066692,5.794317,5.598416,8.317391,6.672684,3.139171,7.153129,7.081684,5.112686,3.151645,8.310062,8.761799,4.49754,6.535003,5.21232,7.13468,7.27471,6.628756,9.914896,6.190222,8.749457,4.630452,6.101855,5.990098,5.122164,6.777856,5.614772,7.183546,3.57898,7.64451,10.619683,8.669156,5.440553,7.390155,5.443988,5.305452,7.539344,7.05389,6.676527,5.191155,4.372694
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.277842,8.594572,4.390029,7.68161,4.505572,4.484018,3.310074,5.141366,5.653745,5.498912,3.788582,5.098781,6.070437,3.494482,7.62563,6.375122,3.070371,4.096619,5.738697,9.016001,8.792133,5.911584,7.181466,8.83102,7.465393,3.243324,4.397657,7.984794,2.779174,3.345395,4.868837,2.585377,7.465981,7.208217,3.937486,6.594562,5.915662,5.892665,8.023055,6.576502,9.466979,6.666351,8.888175,9.802744,5.772328,6.527443,8.173796,7.319351,4.748472,3.140417,6.191526,3.451249,6.726705,8.462528,5.004818,3.348176,6.500248,7.804964,6.22997,2.514624,7.29491,8.44585,3.944204,4.920269,4.465644,5.821647,6.842855,6.984041,10.225681,6.77574,8.38789,6.042889,6.101487,7.683204,5.245484,7.568356,6.416287,7.398841,5.469813,7.567593,10.607536,3.615958,2.676958,7.668247,4.135982,5.140021,7.139273,6.908663,7.506284,5.069229,3.728613
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.656829,7.356676,6.824757,5.08032,4.31188,6.781202,3.849849,5.221802,5.363084,3.853047,4.744634,7.732968,6.160093,3.706239,7.767764,6.298029,2.800343,3.600832,5.238591,9.06676,8.62824,5.826904,7.287258,8.051777,7.110828,3.643213,4.173782,3.029014,3.37306,3.71946,4.143501,4.49751,8.125626,6.53506,4.080299,6.810268,6.840217,5.949483,7.511233,4.63147,8.903785,5.702148,8.153446,9.330703,5.317521,6.526277,8.926108,6.041362,4.387718,3.261459,6.629937,5.726389,5.392939,5.328426,7.988992,3.55395,9.538597,6.835905,5.184233,2.302185,7.649866,8.164471,6.234955,5.148404,5.554763,6.208269,8.334431,6.838397,9.80031,5.550026,8.331162,5.179482,7.481298,5.669723,4.042029,7.585423,6.408978,6.994835,5.412013,7.202059,10.370233,8.502962,4.080658,6.346625,3.879048,5.476148,6.77767,6.72055,8.148574,4.753421,4.82919
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.514007,7.382895,6.468172,6.567757,4.045831,5.019587,3.530759,5.503054,5.653745,4.237869,4.148809,4.778178,5.326281,3.610457,8.049083,5.741255,3.386972,3.818108,5.263716,8.765037,9.628388,5.42838,6.316353,9.014684,7.485824,3.874441,4.397657,8.487602,3.132365,3.27476,3.749478,2.782764,7.761217,6.647042,4.006537,5.99742,7.902631,5.464915,7.660934,5.002315,8.407703,6.191262,8.689507,10.384757,6.446842,5.576847,7.483127,6.135048,5.081294,3.135388,5.667783,8.705112,6.013511,3.756958,6.211836,3.239123,6.951518,9.091786,5.38252,3.802783,7.762351,8.131551,4.784185,5.465067,4.258387,7.079091,7.711687,5.368085,10.382749,6.892019,8.60266,4.882667,6.123405,6.269988,3.99235,7.174557,9.074362,7.116666,5.120263,7.035263,9.990412,5.823981,2.505211,6.771485,7.94885,5.305452,6.667464,6.430179,6.754484,4.822015,8.094286
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.834192,8.259567,4.641228,6.59224,4.782982,4.506682,3.624863,6.156135,5.713892,5.054783,4.617737,6.720171,4.83665,4.178958,7.599091,5.44308,3.831721,3.403771,4.193508,8.608305,8.87959,5.897962,7.511282,7.879542,5.8096,6.154751,4.911531,6.628207,3.132365,3.478371,3.749478,2.700171,6.62321,6.238621,4.078974,7.054054,5.354005,4.272828,6.014634,5.027832,9.241508,5.002556,7.655122,9.471513,5.267454,5.723574,7.522215,6.52449,4.610194,3.139551,6.855563,4.273101,5.853057,5.414349,4.5356,3.437891,6.881864,7.168142,5.304399,3.467945,7.482899,9.479104,5.503598,5.463836,3.850295,6.217392,10.225678,7.430308,10.121817,6.373417,8.739563,5.013409,6.456591,5.779844,5.628137,6.446934,7.994779,7.522174,6.534915,5.965367,9.74392,4.523247,2.262812,5.715639,5.640853,5.883289,7.932875,6.077853,6.89811,4.766767,5.526503
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.422857,9.044675,5.461129,6.194524,3.896014,6.744632,4.581217,5.25849,5.713892,3.979802,7.04228,7.463878,6.138891,6.737454,8.547352,6.491057,3.931605,4.552967,4.630617,9.245665,9.265787,5.911584,7.485816,8.807758,7.916717,6.429204,4.415665,4.588693,3.504731,3.731089,4.951577,4.404509,7.683326,5.971199,4.27462,7.576417,7.294982,5.921607,7.292976,5.721806,8.360591,6.45932,7.709917,9.950877,5.653712,6.308985,7.487267,5.263036,4.493983,3.056792,6.344729,4.330197,5.688848,5.110146,6.708209,3.271182,9.106858,7.900787,4.975025,3.569718,7.029995,8.201431,6.973497,4.405293,5.779132,6.006709,8.922954,3.731032,9.466595,4.738353,8.106493,5.182299,6.034468,4.102687,3.757132,7.737981,8.793422,6.185186,4.266843,7.25479,9.165108,8.164046,6.413435,5.034957,4.965575,5.447131,6.029867,4.311887,7.113759,4.750988,7.773071
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.509318,7.860126,5.357467,6.097451,3.712863,4.997318,3.624863,5.122473,5.713892,3.771803,4.70523,6.828667,4.654429,4.462694,7.820295,5.779299,3.198593,3.82699,4.646573,8.498707,9.668042,5.911584,6.626003,8.776457,7.315675,5.461596,4.397657,9.327182,3.268043,4.213443,3.428569,2.822808,7.302803,6.103446,4.193086,6.151791,6.967273,5.85375,6.664609,4.948622,8.71992,5.769031,8.36844,10.166605,6.105813,5.37698,7.325294,6.373234,5.459913,3.150977,6.219178,8.01786,6.045764,3.511,5.142763,2.940949,6.72941,8.619275,6.203535,2.758406,7.337014,8.89253,6.751736,5.463836,4.472514,6.884199,8.094479,5.722339,10.442729,6.497454,8.562361,4.065887,6.850158,6.32263,3.757132,8.079512,8.116674,7.76991,5.575383,6.574682,9.404163,5.714769,3.202071,6.579404,7.472823,5.305452,6.964159,6.390153,6.768288,4.231332,6.580119
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.911136,7.866357,5.467599,5.837092,5.71484,5.125337,4.425336,5.375504,5.715509,6.119589,4.855876,5.425345,5.488802,3.065732,8.555199,6.460474,3.964149,4.755591,5.548461,9.094659,9.669406,5.730987,8.078083,7.674413,6.198794,4.063645,4.909372,5.473624,2.879772,3.71946,3.906464,4.231505,8.12164,6.630819,4.126644,6.785096,7.039414,5.53252,7.627691,5.245461,9.065966,7.568714,8.33466,10.092513,5.255932,7.137587,8.093992,5.648483,5.936347,3.139551,6.981961,6.202834,6.210583,9.35813,7.119107,3.349529,7.584,7.978365,5.891028,3.632241,7.827027,8.63143,4.378102,5.463836,5.19169,7.108443,6.892398,5.419047,10.093874,5.045173,8.584505,5.449978,6.313392,5.328594,4.388157,7.13617,6.233916,7.012184,4.287463,7.434687,10.11915,7.374865,4.512344,7.163895,4.981008,5.34163,6.842662,6.31634,7.276908,4.789849,3.893823
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.910045,7.63186,5.85961,5.947785,5.508221,4.046755,3.734994,5.217753,5.653745,4.831823,3.495213,7.863577,4.830791,3.940919,7.263167,6.373028,2.771509,4.622465,5.606374,8.706862,9.22193,5.911156,7.905735,8.058805,6.741585,4.994838,4.397657,4.291075,3.37711,3.345395,3.749478,3.374776,7.598697,6.326708,4.006258,6.024511,5.382279,4.43209,6.630273,4.857424,9.385885,5.856403,8.414935,9.779038,6.28403,6.226065,7.913557,6.502833,5.841682,3.140417,7.195413,4.797296,6.351531,8.124977,7.105624,3.801576,7.508156,7.940555,5.112686,3.35684,8.262184,9.69959,5.503598,5.746641,5.31205,6.252562,8.227679,6.841252,10.653327,5.583858,8.372009,4.674517,5.681784,6.508821,4.650775,7.739961,6.821071,7.88787,5.20937,6.664836,9.610827,3.426779,2.338858,7.237834,4.424671,5.821447,7.306613,6.508521,7.430593,4.276891,3.728613
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.688327,8.276323,4.541543,3.267714,3.778297,7.121644,4.357562,5.617154,5.77534,3.317637,4.217965,5.673807,6.100709,5.33513,5.586528,6.201635,3.477121,3.561893,4.249528,9.040063,9.034062,5.854218,7.500937,7.508697,6.315927,7.137899,5.040028,8.265273,3.132365,3.71946,5.98728,3.456497,8.233043,6.042344,4.18673,7.421104,4.993351,5.537763,6.369617,4.686265,7.853392,5.002556,8.178997,9.632166,6.933439,5.03248,7.325294,7.561163,3.821625,3.251285,7.107658,3.219766,6.167003,2.236067,3.762151,4.229525,6.980625,7.11696,5.626886,2.251598,5.879816,9.162362,6.521644,3.293951,4.820533,4.458448,10.766125,6.375872,9.654326,6.065938,8.871153,4.619648,5.183371,6.165557,5.98565,7.272784,7.972418,5.672132,6.203051,6.900206,8.712518,3.5922,2.505211,4.210567,3.826546,5.445238,6.478423,4.726613,7.271963,5.056095,5.168451
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.945505,7.951943,5.862611,6.383212,5.075319,4.674555,4.193838,5.379366,6.053804,5.379678,5.936334,4.793918,6.096731,3.610457,8.685024,6.799735,3.917839,4.403492,5.561064,9.236342,9.50039,6.001705,7.887351,7.963098,6.866276,4.390577,4.403531,5.756517,3.504731,3.923098,3.828294,4.700289,8.360269,6.411072,4.078974,6.596604,7.305123,6.019886,7.877822,5.42027,8.983815,7.188641,8.212643,10.207297,5.060184,7.317029,8.678595,6.486472,5.468382,3.135388,6.446789,6.358687,5.916759,8.306189,6.948929,3.484819,7.950803,7.654539,5.421416,3.213301,7.718773,8.363741,4.464309,5.463836,5.452547,7.292672,7.448952,5.929113,9.779601,5.905333,8.512105,5.779302,6.242121,5.644353,4.966041,6.643941,5.537279,7.127732,4.014243,7.52456,10.235295,8.032515,3.850406,6.825637,4.213557,5.497371,7.348194,6.18202,7.218048,5.580855,3.884508
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.914873,8.939911,6.535958,5.147463,3.827892,6.283277,4.306634,6.095087,6.302949,3.715823,5.052875,7.085901,6.779703,6.056922,7.501516,6.852131,3.100256,4.071441,5.43873,9.351031,9.050906,5.851454,7.308879,9.032813,7.9481,5.705746,4.142027,4.916287,3.504731,3.345395,4.800346,4.327116,7.424345,6.609791,4.175262,7.928579,7.109203,5.920603,7.439967,5.694349,8.550285,5.731918,8.091356,9.836152,5.604109,6.013675,7.540283,5.75318,3.618839,3.139551,6.295075,4.51819,6.167003,3.710127,7.227215,3.832819,9.04836,7.83167,5.598173,2.251598,7.283584,8.504429,6.335009,5.075689,5.14836,7.044947,9.082129,4.973503,9.836324,6.304213,8.335963,5.497143,8.135384,5.515818,4.59916,7.839761,7.942445,6.682033,5.636015,8.059952,9.706662,7.745172,4.50754,4.796842,5.800411,5.305452,6.770023,4.989576,7.221368,5.674191,6.492128
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.360163,7.474596,6.122462,6.101599,5.234245,5.059508,4.196641,5.137636,5.713892,4.771003,4.664826,5.422282,6.344307,3.159457,7.77672,6.582793,3.876777,4.623847,6.179373,9.311143,9.471421,6.636739,7.954532,8.443971,6.711172,4.647789,4.397657,3.858766,3.127643,3.71946,4.248032,4.457223,8.266085,6.484264,4.078974,7.775497,6.398667,5.149385,7.764014,4.998655,9.141174,7.010457,8.193905,9.766546,5.631367,6.350306,8.18068,6.860527,4.942074,3.139573,7.190476,4.345672,6.196526,9.420999,8.438517,2.940949,8.075305,7.744098,5.112686,3.1011,7.996192,8.641408,4.633791,5.569128,5.883025,6.954468,7.084207,5.252682,10.014064,4.939483,8.362488,4.991619,6.101487,5.48053,5.1404,7.291771,5.418411,7.798218,4.577013,7.263269,10.28993,7.733037,3.652119,7.062492,3.979995,5.427961,6.706024,6.778208,6.963118,4.84818,3.30412
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.019321,7.379277,5.464013,6.375428,4.997742,4.057334,3.798626,5.422278,5.698732,5.073176,4.89112,4.546169,5.585132,3.610457,8.484286,6.835031,3.070371,3.741571,5.735134,9.158304,9.045472,5.857181,7.810608,7.922285,6.135601,5.140702,4.397657,6.403084,3.381477,3.214074,3.749478,4.412666,8.250382,6.252678,4.167267,7.054054,6.752172,5.723508,7.939772,4.638408,9.28946,7.60777,7.858471,9.859876,5.410569,6.468778,8.259189,6.522184,5.498304,3.140417,7.176808,5.466225,5.484555,8.867838,6.845316,3.239123,7.502644,6.563007,5.112686,2.432452,7.761433,8.499305,4.732787,5.463836,5.645523,7.534133,7.414682,6.136788,9.832594,5.362876,8.330396,5.359597,5.148004,5.726475,4.743493,7.32274,5.740301,7.857514,3.760799,7.330361,10.160668,8.035603,6.044432,6.836998,5.192049,5.555805,6.327475,6.301903,7.027912,5.383857,3.446204
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.133539,7.802857,5.911307,6.076526,5.256606,3.994715,3.624863,5.276321,5.713892,6.051044,5.177483,4.447395,5.488095,3.365823,8.184931,6.50808,3.301235,4.117954,5.957395,9.137526,9.281432,5.911584,7.475635,7.956554,5.877961,5.037968,4.397657,8.106464,2.62188,3.71946,3.213731,2.775907,7.918492,6.299594,4.203888,6.231735,6.630853,5.855996,8.016734,4.841276,9.360296,7.088309,8.414569,9.625479,5.225946,7.049589,9.0085,6.002415,5.878069,3.349867,6.291102,4.846872,5.945713,8.811124,6.51082,3.239123,7.334547,7.443435,5.825009,2.636706,8.583222,8.632048,4.31244,5.696576,5.183508,7.31788,7.211304,6.359527,10.261799,5.550802,8.701577,5.656521,5.430182,5.764363,4.299574,7.843201,6.176035,7.25152,3.726024,7.43024,10.046216,7.965341,5.090965,7.27175,6.259459,5.399979,6.606918,5.831893,7.285961,4.976195,4.563797
