Probe.Set.ID,Gene.Symbol,Gene.Title,Fold.Change: PE.E - PE.NE.NUPP,Fold.Change: ESE.E - ESE.NE.NUPP,Fold.Change: MSE.E - MSE.NE.NUPP
239757_at,ZFAND6,"Zinc finger, AN1-type domain 6",2.480363879,5.397480319,NA
208998_at,UCP2,"uncoupling protein 2 (mitochondrial, proton carrier)",2.478640324,2.082674549,NA
1558426_x_at,ORAI2,ORAI calcium release-activated calcium modulator 2,2.461765017,2.952865573,NA
221887_s_at,DFNB31,"deafness, autosomal recessive 31",2.459172329,2.875794176,NA
222315_at,LOC100510224,hypothetical LOC100510224,2.458368992,1.96128523,NA
203425_s_at,IGFBP5,insulin-like growth factor binding protein 5,2.447761649,3.154719639,NA
237404_at,---,---,2.446530967,1.730571234,NA
225305_at,SLC25A29,"solute carrier family 25, member 29",2.444122702,2.068559156,NA
238611_at,---,---,2.440652952,4.053889128,NA
202928_s_at,PHF1,PHD finger protein 1,2.43360853,1.636687703,NA
1563130_a_at,---,---,2.429263397,3.684119321,NA
243715_at,---,---,2.426813276,5.940986266,NA
228866_at,---,---,2.423481862,3.292379945,NA
210103_s_at,FOXA2,forkhead box A2,2.420668071,2.194530646,NA
1558385_at,---,---,2.411686218,2.153723599,NA
217509_x_at,GRIK5,"glutamate receptor, ionotropic, kainate 5",2.409676867,1.647744584,NA
203932_at,HLA-DMB,"major histocompatibility complex, class II, DM beta",2.404227234,2.706835135,NA
213412_at,TJP3,tight junction protein 3 (zona occludens 3),2.400484624,1.799470416,NA
1569041_at,---,---,2.397953496,3.892852551,NA
242368_at,---,---,2.397951389,1.91551553,NA
243442_x_at,---,---,2.394965066,4.198104879,NA
239735_at,---,---,2.394310097,3.877467739,NA
212275_s_at,SRCAP,Snf2-related CREBBP activator protein,2.390488422,1.593371062,NA
212259_s_at,PBXIP1,pre-B-cell leukemia homeobox interacting protein 1,2.386877744,1.928584303,NA
227738_s_at,ARMC5,armadillo repeat containing 5,2.384192167,1.616073284,NA
217913_at,VPS4A,vacuolar protein sorting 4 homolog A (S. cerevisiae),2.373095492,1.532029034,NA
230637_at,SFXN4,sideroflexin 4,2.372441132,1.577947878,NA
1555575_a_at,KDELR1,KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1,2.37183455,1.872523611,NA
226691_at,TNRC18,trinucleotide repeat containing 18,2.371198021,1.786238663,NA
236931_at,---,---,2.368701765,3.357903982,NA
202725_at,POLR2A,"polymerase (RNA) II (DNA directed) polypeptide A, 220kDa",2.368167994,2.522503102,NA
217855_x_at,SDF4,stromal cell derived factor 4,2.361891023,1.520996857,NA
244804_at,SQSTM1,sequestosome 1,2.360555144,2.039714584,NA
1554670_at,GGA1,"golgi-associated, gamma adaptin ear containing, ARF binding protein 1",2.356996777,2.207528202,NA
203839_s_at,TNK2,"tyrosine kinase, non-receptor, 2",2.354725485,1.756376671,NA
207667_s_at,MAP2K3,mitogen-activated protein kinase kinase 3,2.352774074,1.669993059,NA
235263_at,STAG3L1,stromal antigen 3-like 1,2.342104059,2.558542705,NA
242439_s_at,ASXL1,additional sex combs like 1 (Drosophila),2.341572522,3.297832013,NA
238933_at,---,---,2.339759277,4.411665714,NA
239448_at,---,---,2.336182586,4.362564076,NA
1555474_at,TTLL3,"tubulin tyrosine ligase-like family, member 3",2.335480448,1.864715899,NA
229490_s_at,---,---,2.333441927,2.23017177,NA
235538_at,---,---,2.331151486,6.843279384,NA
227527_at,MLL2,myeloid/lymphoid or mixed-lineage leukemia 2,2.329293811,2.405869552,NA
219560_at,C22orf29,chromosome 22 open reading frame 29,2.325530623,1.595274237,NA
209929_s_at,IKBKG,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma",2.323066689,1.540064631,NA
214833_at,TMEM63A,transmembrane protein 63A,2.322633899,1.807499933,NA
215513_at,HYMAI,hydatidiform mole associated and imprinted (non-protein coding),2.322266466,3.094014734,NA
233315_at,---,---,2.322172808,2.198188163,NA
242851_at,KIAA1919,KIAA1919,2.320980778,1.844428249,NA
219095_at,JMJD7-PLA2G4B /// PLA2G4B,"JMJD7-PLA2G4B readthrough /// phospholipase A2, group IVB (cytosolic)",2.320387277,1.654163744,NA
227106_at,LOC440104,1110012D08Rik pseudogene,2.317680401,1.698400271,NA
206228_at,PAX2,paired box 2,2.31673919,2.061205741,NA
215586_at,---,---,2.310464998,3.209067954,NA
232567_at,ARHGAP8,Rho GTPase activating protein 8,2.309203076,1.695338045,NA
207525_s_at,GIPC1,"GIPC PDZ domain containing family, member 1",2.307646399,1.514652682,NA
220464_at,MCF2L,MCF.2 cell line derived transforming sequence-like,2.30509593,1.591394008,NA
204223_at,PRELP,proline/arginine-rich end leucine-rich repeat protein,2.300886251,1.913427152,NA
214174_s_at,PDLIM4,PDZ and LIM domain 4,2.299374183,1.860702612,NA
201502_s_at,NFKBIA,"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha",2.29637649,1.721698445,NA
207788_s_at,SORBS3,sorbin and SH3 domain containing 3,2.292038128,2.281762599,NA
233274_at,---,---,2.287162428,2.21838708,NA
239597_at,---,---,2.283760237,7.440998913,NA
216680_s_at,EPHB4,EPH receptor B4,2.283182285,1.667461712,NA
238812_at,---,---,2.2766563,2.437922361,NA
222338_x_at,---,---,2.273700616,1.596793461,NA
231982_at,C19orf77,chromosome 19 open reading frame 77,2.273556148,4.355012525,NA
236492_at,PPP2R2A,"protein phosphatase 2, regulatory subunit B, alpha",2.266240518,3.014854906,NA
244010_at,---,---,2.265346997,3.932737908,NA
238593_at,C11orf80,chromosome 11 open reading frame 80,2.25967666,2.91463192,NA
212004_at,C1orf144,chromosome 1 open reading frame 144,2.258921751,1.550140465,NA
232420_x_at,LOC100289341,similar to hCG2022304,2.258404632,1.707788901,NA
224431_s_at,SUV420H2,suppressor of variegation 4-20 homolog 2 (Drosophila),2.257326965,1.851753647,NA
236274_at,EIF3B,"eukaryotic translation initiation factor 3, subunit B",2.241224656,1.884667938,NA
218887_at,MRPL2,mitochondrial ribosomal protein L2,2.237197295,1.632849508,NA
215599_at,GUSBP3,"glucuronidase, beta pseudogene 3",2.237141982,2.561916694,NA
204124_at,SLC34A2,"solute carrier family 34 (sodium phosphate), member 2",2.235760799,1.829785264,NA
242121_at,NCRNA00182,non-protein coding RNA 182,2.234599045,4.986380067,NA
221242_at,---,---,2.231147606,1.699679008,NA
212705_x_at,PNPLA2,patatin-like phospholipase domain containing 2,2.228803365,1.988046162,NA
238271_x_at,---,---,2.228336208,1.677041026,NA
1559490_at,LRCH3,leucine-rich repeats and calponin homology (CH) domain containing 3,2.226680435,3.30667233,NA
1559436_x_at,---,---,2.22665562,4.092757598,NA
238913_at,---,---,2.224723863,3.048015347,NA
241373_at,IMPDH2,IMP (inosine monophosphate) dehydrogenase 2,2.223822003,1.744209685,NA
203623_at,PLXNA3,plexin A3,2.21755884,1.877452347,NA
223724_s_at,STAG3L1 /// STAG3L2,stromal antigen 3-like 1 /// stromal antigen 3-like 2,2.217248265,2.181977187,NA
222319_at,---,---,2.21544347,1.774586238,NA
1568780_at,---,---,2.21540681,2.46806938,NA
228738_at,D2HGDH,D-2-hydroxyglutarate dehydrogenase,2.214227217,1.645864941,NA
200964_at,UBA1,ubiquitin-like modifier activating enzyme 1,2.205837002,2.660095963,NA
1557555_at,---,---,2.200859819,1.725834451,NA
223600_s_at,KIAA1683,KIAA1683,2.199658674,1.724100938,NA
215732_s_at,DTX2,deltex homolog 2 (Drosophila),2.199114141,1.550029464,NA
203254_s_at,TLN1,talin 1,2.197723739,3.9281961,NA
1565877_at,---,---,2.193004526,2.305048242,NA
227432_s_at,---,---,2.192402622,3.641401756,NA
226198_at,TOM1L2,target of myb1-like 2 (chicken),2.19129856,1.672981119,NA
227528_s_at,MLL2,myeloid/lymphoid or mixed-lineage leukemia 2,2.189541946,2.155799862,NA
201864_at,GDI1,GDP dissociation inhibitor 1,2.188283703,2.09895651,NA
200660_at,S100A11,S100 calcium binding protein A11,2.186587713,1.793845686,NA
244197_x_at,---,---,2.182318477,4.415467692,NA
241921_x_at,---,---,2.181967605,1.723413655,NA
1569251_a_at,ZNF333,zinc finger protein 333,2.181296396,1.842734129,NA
243561_at,---,---,2.179904394,5.006851532,NA
222075_s_at,OAZ3,ornithine decarboxylase antizyme 3,2.178641657,1.662799676,NA
213958_at,CD6,CD6 molecule,2.178534448,1.519657705,NA
222334_at,LOC100505650,hypothetical LOC100505650,2.173327418,4.630345434,NA
1561886_a_at,---,---,2.171616924,3.910395299,NA
230123_at,---,---,2.16879877,1.679296009,NA
200696_s_at,GSN,gelsolin,2.168047315,1.753950031,NA
240686_x_at,TFRC,"Transferrin receptor (p90, CD71)",2.162831884,1.634210487,NA
231274_s_at,---,---,2.159695524,4.13612791,NA
243329_at,---,---,2.157745603,2.739013316,NA
215378_at,---,---,2.155569411,2.123038428,NA
230795_at,---,---,2.155091076,3.431119146,NA
242079_at,RGS12,regulator of G-protein signaling 12,2.153216027,1.814669815,NA
1566785_x_at,NSF,N-ethylmaleimide-sensitive factor,2.15035591,2.061783462,NA
229607_at,---,---,2.150121596,1.592293826,NA
213746_s_at,FLNA,"filamin A, alpha",2.150031282,2.277868554,NA
215123_at,NPIPL3,nuclear pore complex interacting protein-like 3,2.14945621,4.676948513,NA
218030_at,GIT1,G protein-coupled receptor kinase interacting ArfGAP 1,2.148484702,1.744657916,NA
37652_at,CABIN1,calcineurin binding protein 1,2.143960174,2.152450802,NA
227672_at,C8orf73,chromosome 8 open reading frame 73,2.141956386,1.620617154,NA
232660_at,BAD,BCL2-associated agonist of cell death,2.140090251,1.619025685,NA
217617_at,---,---,2.139935392,6.835605563,NA
226144_at,REXO1,"REX1, RNA exonuclease 1 homolog (S. cerevisiae)",2.132321145,1.748149966,NA
242932_at,---,---,2.129752795,3.311881325,NA
201082_s_at,DCTN1,dynactin 1,2.127744077,2.221881627,NA
205601_s_at,HOXB5,homeobox B5,2.127227591,1.772003808,NA
201469_s_at,SHC1,SHC (Src homology 2 domain containing) transforming protein 1,2.12603123,2.384369452,NA
244286_at,---,---,2.121895232,2.751550622,NA
218114_at,GGA1,"golgi-associated, gamma adaptin ear containing, ARF binding protein 1",2.121014832,1.572293688,NA
214182_at,---,---,2.12026476,2.16477802,NA
216019_x_at,PHLDB1,"pleckstrin homology-like domain, family B, member 1",2.119758624,1.607343912,NA
34478_at,RAB11B,"RAB11B, member RAS oncogene family",2.118633644,1.907275,NA
241633_x_at,---,---,2.118586796,1.842021643,NA
240271_at,---,---,2.116533395,3.364770966,NA
201251_at,PKM2,"pyruvate kinase, muscle",2.113709541,4.206617899,NA
223390_at,C9orf37,chromosome 9 open reading frame 37,2.112718586,1.549361309,NA
1566207_at,TCEA1,"transcription elongation factor A (SII), 1",2.111757597,1.668198873,NA
239567_at,---,---,2.109692716,3.893192756,NA
225500_x_at,SCAF1,SR-related CTD-associated factor 1,2.105835267,1.504562258,NA
215252_at,---,---,2.103419208,2.703057493,NA
1560296_at,---,---,2.102992114,3.576590423,NA
217264_s_at,SCNN1A,"sodium channel, nonvoltage-gated 1 alpha",2.099964433,1.702062435,NA
223717_s_at,ACRBP,acrosin binding protein,2.099447422,1.879441445,NA
242357_x_at,---,---,2.095157352,2.430741223,NA
214243_s_at,SERHL /// SERHL2,serine hydrolase-like /// serine hydrolase-like 2,2.093519785,2.102729929,NA
226988_s_at,MYH14,"myosin, heavy chain 14, non-muscle",2.09200945,2.236296678,NA
218045_x_at,PTMS,parathymosin,2.09087596,2.259648025,NA
89476_r_at,NPEPL1,aminopeptidase-like 1,2.088207047,1.633311856,NA
228312_at,PI16,peptidase inhibitor 16,2.086123,1.81940101,NA
209826_at,PPT2,palmitoyl-protein thioesterase 2,2.08101121,1.853201221,NA
228907_at,LOC100507110,hypothetical LOC100507110,2.080436217,2.583551573,NA
1555404_a_at,DUOXA1,dual oxidase maturation factor 1,2.079133926,2.455189592,NA
232344_at,---,---,2.078616783,2.288971674,NA
239629_at,CFLAR,CASP8 and FADD-like apoptosis regulator,2.078424495,8.296705552,NA
233599_at,LOC728061,hCG2003663,2.077845607,5.166691638,NA
221141_x_at,EPN1,epsin 1,2.075968833,1.807080575,NA
215521_at,PHC3,polyhomeotic homolog 3 (Drosophila),2.075694348,2.017008828,NA
200742_s_at,TPP1,tripeptidyl peptidase I,2.074230371,1.897486605,NA
224673_at,LENG8,leukocyte receptor cluster (LRC) member 8,2.064755962,2.801263535,NA
121_at,PAX8,paired box 8,2.063482286,1.622547652,NA
214761_at,ZNF423,zinc finger protein 423,2.062398464,1.983946974,NA
225306_s_at,SLC25A29,"solute carrier family 25, member 29",2.061844007,1.745272501,NA
216604_s_at,SLC7A8,"solute carrier family 7 (amino acid transporter, L-type), member 8",2.06093036,2.397520376,NA
221966_at,GPR137,G protein-coupled receptor 137,2.058998355,1.84866705,NA
228834_at,TOB1,"transducer of ERBB2, 1",2.056325037,4.054652842,NA
1555318_at,HIF3A,"hypoxia inducible factor 3, alpha subunit",2.054852998,2.397976485,NA
230714_s_at,---,---,2.053501292,1.791317721,NA
215304_at,---,---,2.052592801,3.066587966,NA
213521_at,PTPN18,"protein tyrosine phosphatase, non-receptor type 18 (brain-derived)",2.050245489,1.560810915,NA
1557457_at,---,---,2.048330014,1.725386824,NA
208540_x_at,S100A11,S100 calcium binding protein A11,2.046719549,1.785350526,NA
1565692_at,---,---,2.045116266,2.039829647,NA
215330_at,---,---,2.043251659,2.7593761,NA
235958_at,PLA2G4F,"phospholipase A2, group IVF",2.042608941,2.265712719,NA
236617_at,---,---,2.04180648,2.9384999,NA
233974_s_at,FAM129B,"family with sequence similarity 129, member B",2.040718844,1.753744675,NA
217164_at,---,---,2.039996947,2.720470521,NA
221866_at,TFEB,transcription factor EB,2.035520327,1.847186494,NA
227715_at,LOC100132288 /// MAFIP,hypothetical protein LOC100132288 /// MAFF interacting protein,2.030858874,2.225549163,NA
1562896_at,TNRC18,trinucleotide repeat containing 18,2.029923745,1.690177762,NA
1552303_a_at,TMEM106A,transmembrane protein 106A,2.029858006,1.853584504,NA
207191_s_at,ISLR,immunoglobulin superfamily containing leucine-rich repeat,2.029792277,1.545663936,NA
242131_at,ATP6,ATP synthase F0 subunit 6,2.028530054,2.163291146,NA
242191_at,NBPF10,"neuroblastoma breakpoint family, member 10",2.027882703,2.668859539,NA
212859_x_at,MT1E,metallothionein 1E,2.02733411,3.134278256,NA
243774_at,MUC20,"mucin 20, cell surface associated",2.024830239,1.79436734,NA
215583_at,TMEM63A,Transmembrane protein 63A,2.023287235,1.684176038,NA
236764_at,---,---,2.022897728,3.554428429,NA
222175_s_at,MED15,mediator complex subunit 15,2.022712154,1.754995934,NA
234759_at,---,---,2.021605251,2.365461938,NA
1566480_x_at,C17orf104,Chromosome 17 open reading frame 104,2.02064162,2.522094851,NA
217671_at,---,---,2.01981454,3.449543686,NA
1568983_a_at,---,---,2.018489733,3.26036422,NA
244132_x_at,ZNF518A,Zinc finger protein 518A,2.018483509,4.078937007,NA
242407_at,---,---,2.018222894,2.95733114,NA
237062_at,---,---,2.018069884,6.20186708,NA
236448_at,UNC5A,unc-5 homolog A (C. elegans),2.015501436,2.001360481,NA
200859_x_at,FLNA,"filamin A, alpha",2.013337488,2.3907045,NA
243249_at,---,---,2.012756786,5.178187113,NA
227473_at,CTTN,Cortactin,2.012517378,3.401049444,NA
238058_at,LOC150381,hypothetical LOC150381,2.011902824,1.709520696,NA
1557505_a_at,---,---,2.010930654,3.734033349,NA
1552621_at,POLR2J2,polymerase (RNA) II (DNA directed) polypeptide J2,2.010878439,3.452307048,NA
233997_at,LOC100287166,Similar to hCG2019076,2.010145961,1.731479649,NA
241629_at,---,---,2.008031224,1.544172033,NA
1556831_at,DYNC1H1,"Dynein, cytoplasmic 1, heavy chain 1",2.006330882,1.883159398,NA
221050_s_at,GTPBP2,GTP binding protein 2,2.005997413,1.638305431,NA
221836_s_at,TRAPPC9,trafficking protein particle complex 9,2.005338865,1.629982613,NA
222358_x_at,---,---,2.002641701,3.364176293,NA
214999_s_at,RAB11FIP3,RAB11 family interacting protein 3 (class II),2.002110638,1.706052982,NA
1555480_a_at,FBLIM1,filamin binding LIM protein 1,2.001689773,1.771691267,NA
1554648_a_at,DUOXA1,dual oxidase maturation factor 1,2.000868687,2.878208952,NA
202924_s_at,PLAGL2,pleiomorphic adenoma gene-like 2,1.998947686,1.648764049,NA
213242_x_at,KIAA0284,KIAA0284,1.998419838,1.73611185,NA
202700_s_at,TMEM63A,transmembrane protein 63A,1.998030582,1.587149356,NA
203918_at,PCDH1,protocadherin 1,1.996179236,1.767348014,NA
1556442_x_at,---,---,1.994931885,2.339143462,NA
230818_at,---,---,1.994239629,1.584266709,NA
214918_at,HNRNPM,heterogeneous nuclear ribonucleoprotein M,1.994084704,2.299576028,NA
237483_at,---,---,1.993498178,5.107439115,NA
215791_at,---,---,1.989808876,2.790675072,NA
214246_x_at,MINK1,misshapen-like kinase 1,1.983907452,1.989435564,NA
1558949_at,TNRC18,trinucleotide repeat containing 18,1.98312056,1.541650119,NA
217914_at,TPCN1,two pore segment channel 1,1.98003877,1.621625636,NA
244358_at,---,---,1.97943932,2.455336234,NA
243934_at,---,---,1.979143275,1.782048364,NA
1562947_x_at,---,---,1.975768723,1.770404708,NA
236462_at,---,---,1.975573048,3.68416834,NA
1559156_at,---,---,1.974923506,5.328775519,NA
203555_at,PTPN18,"protein tyrosine phosphatase, non-receptor type 18 (brain-derived)",1.973864315,1.576898231,NA
56829_at,TRAPPC9,trafficking protein particle complex 9,1.972146701,1.603025021,NA
1556186_s_at,KIAA0090,KIAA0090,1.971501012,1.709442166,NA
1559397_s_at,PRR14,proline rich 14,1.969771964,2.117209182,NA
225505_s_at,FAM113A,"family with sequence similarity 113, member A",1.967514607,1.586387206,NA
1554241_at,COCH,"coagulation factor C homolog, cochlin (Limulus polyphemus)",1.966128952,3.550536682,NA
239274_at,---,---,1.9626289,3.39537588,NA
233440_at,---,---,1.961343537,3.249626092,NA
202210_x_at,GSK3A,glycogen synthase kinase 3 alpha,1.961112917,1.646678912,NA
214656_x_at,MYO1C,myosin IC,1.960452353,1.665756269,NA
223635_s_at,SSBP3,single stranded DNA binding protein 3,1.960404673,1.775735941,NA
220838_at,EXD3,exonuclease 3'-5' domain containing 3,1.959242958,1.503239056,NA
228623_at,---,---,1.958239458,7.344795322,NA
225393_at,GATAD2B,GATA zinc finger domain containing 2B,1.958203397,1.699999479,NA
1553248_at,CCDC57,coiled-coil domain containing 57,1.95547454,1.582356279,NA
217610_at,---,---,1.954604139,2.211958748,NA
201282_at,OGDH,oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide),1.951710193,1.646025156,NA
1566577_at,---,---,1.950986388,1.586287316,NA
217734_s_at,WDR6,WD repeat domain 6,1.948317224,1.820710373,NA
240018_at,---,---,1.948097543,2.127276318,NA
241677_x_at,---,---,1.946403063,1.730779243,NA
239403_at,CCDC120,coiled-coil domain containing 120,1.945686696,1.523773883,NA
241355_at,HR,hairless homolog (mouse),1.945477329,1.757552967,NA
214752_x_at,FLNA,"filamin A, alpha",1.94087601,2.601268924,NA
202452_at,ZER1,zer-1 homolog (C. elegans),1.93873508,1.513212578,NA
215956_at,---,---,1.934649679,1.728055697,NA
237185_at,---,---,1.9345366,2.0976535,NA
231161_x_at,TRIM8,Tripartite motif-containing 8,1.933586601,1.765736579,NA
1555653_at,HNRNPA3 /// HNRNPA3P1,heterogeneous nuclear ribonucleoprotein A3 /// heterogeneous nuclear ribonucleoprotein A3 pseudogene 1,1.931717395,2.12316203,NA
200601_at,ACTN4,"actinin, alpha 4",1.93039376,1.817650366,NA
230332_at,ZCCHC7,"Zinc finger, CCHC domain containing 7",1.930358389,5.120912211,NA
1559362_at,---,---,1.928176786,2.053741526,NA
232787_at,PRIC285,peroxisomal proliferator-activated receptor A interacting complex 285,1.925904098,1.529500233,NA
223788_at,---,---,1.925698455,1.613295745,NA
232280_at,SLC25A29,"Solute carrier family 25, member 29",1.925177548,3.661954244,NA
235621_at,FAHD2A /// LOC285014,fumarylacetoacetate hydrolase domain containing 2A /// hypothetical protein LOC285014,1.924797182,1.771269288,NA
1559038_at,SEPT2,septin 2,1.924632057,5.885851763,NA
1563104_at,---,---,1.919792374,1.519155378,NA
201806_s_at,ATXN2L,ataxin 2-like,1.918905082,1.84652141,NA
234423_x_at,---,---,1.915410603,1.658840457,NA
241748_x_at,DGCR14,DiGeorge syndrome critical region gene 14,1.914666667,1.6007451,NA
208730_x_at,RAB2A,"RAB2A, member RAS oncogene family",1.913363687,1.626429332,NA
244674_at,---,---,1.912157929,3.606855926,NA
243342_at,---,---,1.910058805,1.749078108,NA
225715_at,RPTOR,"regulatory associated protein of MTOR, complex 1",1.908426928,1.603202608,NA
